Car ID,Title,Price,Category,Brand,Model,Year,Tax Type,Condition,Body Type,Fuel,Transmission,Color,District,City
11274871,Prius 2010 option 4 ពណ៌ប្រផេះលេងហើយម់ាអេម,18500,Cars for Sale,Toyota,Prius,2010,Tax Paper,Used,Other,Hybrid,Auto,Gray,Dangkao,Phnom Penh
11647019,Prius C2012 half full  very new condition for sale!,13500,Cars for Sale,Toyota,Prius,2012,Plate Number,Used,Hatchback,Hybrid,Auto,White,Por Senchey,Phnom Penh
11111488,2010 Toyota Prius option4 solar,20800,Cars for Sale,Toyota,Prius,2010,Tax Paper,New,Sedan,NaN,Auto,White,Tuol Kouk,Phnom Penh
11120776,Toyota Sienna,21500,Cars for Sale,Toyota,Sienna,2011,Plate Number,Used,MPV (Minivan),Petrol,Auto,White,Krong Battambang,Battambang
11576569,08 Full options ក្រដាស​ពន្ធ​ថ្មី,12500,Cars for Sale,Toyota,Prius,2008,Tax Paper,Used,Sedan,Hybrid,Auto,Gray,Ruessei Kaev,Phnom Penh
11668552,ឡានលក់07 h-full,9800,Cars for Sale,Toyota,Prius,2007,Plate Number,Used,Sedan,Hybrid,Auto,Gold,Mean Chey,Phnom Penh
11577749,Prius Plug in 2012,21800,Cars for Sale,Toyota,Prius,2012,Tax Paper,Used,Sedan,Hybrid,Auto,White,Saensokh,Phnom Penh
11355290,Toyota Prius,9700,Cars for Sale,Toyota,Prius,2007,Plate Number,Used,NaN,NaN,Auto,Silver,Mean Chey,Phnom Penh
11545191,Toyota Prius 08 full option ពណ៍បៃតងខ្ចី,11750,Cars for Sale,Toyota,Prius,2008,Plate Number,Used,Other,Petrol,Auto,Green,Ruessei Kaev,Phnom Penh
11550450,របស់ល្អកម្ររកបាន ខ្ចីស្អាតប្រភេទមេឡានLEXUS GXឆ្នាំផលិត2003 ប៉ុង2,12800,Cars for Sale,Toyota,RAV4,2005,Plate Number,New,SUV,Petrol,Auto,White,Saensokh,Phnom Penh
11668419,Tacoma 2005 ប៉ុង 1 ទ្វាហែក,10800,Cars for Sale,Toyota,Tacoma,2005,Plate Number,Used,Pickup,Petrol,Auto,White,Saensokh,Phnom Penh
11408024,Tacoma 2013 for sale,17500,Cars for Sale,Toyota,Tacoma,2013,Plate Number,Used,Pickup,Petrol,Auto,Silver,Krong Siem Reab,Siem Reap
11615162,Prius 2004 Full option,10000,Cars for Sale,Toyota,Prius,2004,Plate Number,Used,NaN,Hybrid,Auto,White,Dangkao,Phnom Penh
11432942,Toyota Prius,17200,Cars for Sale,Toyota,Prius,2011,Plate Number,Used,Sedan,Hybrid,Auto,White,Ruessei Kaev,Phnom Penh
11668447,Camry 2002 ABS កៅអីចុច,10000,Cars for Sale,Toyota,Camry,2002,Plate Number,Used,Sedan,Petrol,Auto,White,Saensokh,Phnom Penh
11152572,កំពូលថ្មី prius 2012 option3 ម៉ូយ100%,21500,Cars for Sale,Toyota,Prius,2012,Tax Paper,New,NaN,Hybrid,Auto,White,Tuol Kouk,Phnom Penh
11652138,Highlander 02 limited,14300,Cars for Sale,Toyota,Highlander,2002,Plate Number,Used,NaN,NaN,Auto,White,Chrouy Changva,Phnom Penh
11657701,ឡានលក់ Highlander 02 V4 ប៉ុង1 ពណ៌ទឹកប្រាក់,12800,Cars for Sale,Toyota,Highlander,2002,Plate Number,Used,NaN,NaN,NaN,Silver,Chbar Ampov,Phnom Penh
11623876,2002 v6 ប្រភេទមេឡាន ថ្មីណាស់,12800,Cars for Sale,Toyota,Highlander,2002,Plate Number,Used,SUV,Petrol,Auto,Gray,Por Senchey,Phnom Penh
11255261,Prius 06 half full,10500,Cars for Sale,Toyota,Prius,2006,Plate Number,New,Sedan,Petrol,Auto,Blue,Prampir Meakkakra,Phnom Penh
11405670,Toyota,9990,Cars for Sale,Toyota,Belta,2008,Plate Number,Used,Sedan,Petrol,Auto,Blue,Mean Chey,Phnom Penh
11466517,04 HFull បង់រំលស់,9000,Cars for Sale,Toyota,Prius,2004,Plate Number,Used,NaN,NaN,Auto,Silver,Saensokh,Phnom Penh
11153781,Alphard 2016 V6 Executive Lounge Russia,86000,Cars for Sale,Toyota,Alphard,2016,Plate Number,Used,MPV (Minivan),Petrol,Auto,White,Tuol Kouk,Phnom Penh
11642702,លក់Toyota prius 04 HF,7500,Cars for Sale,Toyota,Prius,2004,Plate Number,Used,NaN,Hybrid,Auto,Silver,Por Senchey,Phnom Penh
11650890,Toyota Prius 2012 Option 4,19500,Cars for Sale,Toyota,Prius,2012,Plate Number,Used,Hatchback,Hybrid,Manual,White,Mean Chey,Phnom Penh
11573540,Prius 011,16500,Cars for Sale,Toyota,Prius,2011,Plate Number,Used,SUV,Petrol,Auto,Gray,Ruessei Kaev,Phnom Penh
11604414,Toyota Land Cruiser,26000,Cars for Sale,Toyota,Land Cruiser,2007,Plate Number,Used,NaN,Diesel,Auto,Black,Tuol Kouk,Phnom Penh
11541283,Prius 2010 opt3 ឡានមូល,17900,Cars for Sale,Toyota,Prius,2010,Tax Paper,New,Hatchback,Hybrid,Auto,White,Chrouy Changva,Phnom Penh
11646766,Toyota Prius,16700,Cars for Sale,Toyota,Prius,2010,Plate Number,Used,Sedan,Petrol,Auto,White,Chamkar Mon,Phnom Penh
11639202,លក់ប្រញាប់01,8550,Cars for Sale,Toyota,Highlander,2001,Plate Number,Used,SUV,Petrol,Auto,Black,Chrouy Changva,Phnom Penh
11137287,Sale Land Cruiser VX Fulloption,141500,Cars for Sale,Toyota,Land Cruiser,2022,Plate Number,New,SUV,Petrol,Auto,White,Tuol Kouk,Phnom Penh
11665910,ឡានលក់,4800,Cars for Sale,Toyota,Camry,1997,Plate Number,Used,NaN,Petrol,Auto,Gold,Bati,Takeo
11616533,ឡានទើបកាត់ថ្មីៗ   ឆ្នាំ២០០២ ប៉ុង២ អូតូកាប់ពីតាស,9999,Cars for Sale,Toyota,Tacoma,2002,Plate Number,Used,SUV,Petrol,Auto,Gray,Kamboul,Phnom Penh
11567750,Toyota Camry 1994,2650,Cars for Sale,Toyota,Camry,1994,Plate Number,Used,Sedan,Petrol,Auto,Green,Krong Battambang,Battambang
11484594,Toyota Camry,5350,Cars for Sale,Toyota,Camry,1998,Plate Number,Used,Sedan,Petrol,Auto,Gold,Krong Ta Khmau,Kandal
11479843,rav4 L 01,7500,Cars for Sale,Toyota,RAV4,2001,Plate Number,Used,SUV,Petrol,Auto,Silver,Prasat Bakong,Siem Reap
11656515,Prius 05 HF ឡើង (06-09) ស្ទើរឯកសារ 2BB-XXXX,4800,Cars for Sale,Toyota,Prius,2005,Plate Number,Used,Sedan,Hybrid,NaN,Red,Tuol Kouk,Phnom Penh
11502729,I Sell Toyota Prius 2010 Color Kam Mai Option 2 Original Is The Best All 100%  Plate: 2CA ....,17200,Cars for Sale,Toyota,Prius,2010,Plate Number,New,Sedan,Hybrid,Auto,White,Saensokh,Phnom Penh
11623475,ព្រូស010អប់សិន2ស្រុីនមួយជំុអត់បុកអត់ច្រេះប្រភេទមេឡានបញ្ជាក់ឡានថ្មីណាស់ក្រដាស់ពន្ធ,16300,Cars for Sale,Toyota,Prius,2010,Tax Paper,Used,NaN,Petrol,Auto,Gray,Tuol Kouk,Phnom Penh
11668433,07 full option ឡានអត់បុក អត់ប៉ះ,10900,Cars for Sale,Toyota,Prius,2007,Plate Number,Used,Sedan,Petrol,Auto,Gray,Mean Chey,Phnom Penh
11596451,Toyota Camry,6200,Cars for Sale,Toyota,Camry,2000,Plate Number,Used,Sedan,Petrol,Auto,Green,Dangkao,Phnom Penh
11439697,98 ថ្មីណាស់ អត់សូវជិៈ លក់បន្ទាន់,5200,Cars for Sale,Toyota,Camry,1998,Plate Number,Used,SUV,Petrol,Auto,Gray,Mean Chey,Phnom Penh
11601765,រថយន្តសម្រាប់លក់ 010 Option 4 ETA 31.12.24,14800,Cars for Sale,Toyota,Prius,2010,Tax Paper,New,Sedan,Hybrid,Auto,Gray,Por Senchey,Phnom Penh
11594153,Toyota Camry,14000,Cars for Sale,Toyota,Camry,2010,Plate Number,Used,Sedan,Petrol,Auto,Gray,Saensokh,Phnom Penh
11416625,2002 pong1ហ្សុីនមួយជុំ,13800,Cars for Sale,Toyota,Highlander,2002,Plate Number,Used,SUV,Petrol,Auto,Gold,Tuol Kouk,Phnom Penh
11590851,𝗧𝗼𝘆𝗼𝘁𝗮 𝗛𝗶𝗹𝘂𝘅 𝗥𝗲𝘃𝗼 𝗥𝗮𝗹𝗹𝘆 ឆ្នាំ 𝟮𝟬𝟮2 𝐅𝐮𝐥𝐥 𝐨𝐩𝐭𝐢𝐨𝐧ម្ចាស់ដេីម,45800,Cars for Sale,Toyota,Hilux Rally,2022,Plate Number,Used,Pickup,Diesel,Auto,White,Tuol Kouk,Phnom Penh
11368130,Camry 2010 Hybrid full,15000,Cars for Sale,Toyota,Camry,2010,Plate Number,Used,Sedan,Hybrid,Auto,Silver,Chamkar Mon,Phnom Penh
11570917,Prius 2010 option 3 Sola ETA 03 01 24,14900,Cars for Sale,Toyota,Prius,2010,Tax Paper,Used,Sedan,Hybrid,Auto,White,Chbar Ampov,Phnom Penh
11543949,Toyota Alphard,65800,Cars for Sale,Toyota,Alphard,2015,Tax Paper,Used,MPV (Minivan),Hybrid,Auto,Black,Dangkao,Phnom Penh
11480999,Camry 1991,4200,Cars for Sale,Toyota,Camry,1991,Plate Number,Used,Sedan,Petrol,Auto,Green,Chamkar Mon,Phnom Penh
11564651,TUNDRA 2016 ឡានប៉ាឡាំងដាស់,47000,Cars for Sale,Toyota,Tundra,2016,Plate Number,New,Pickup,Petrol,Auto,White,Kamboul,Phnom Penh
11160858,Prius08hfullឡានខ្ចៅខ្ចង់ថ្មី,13300,Cars for Sale,Toyota,Prius,2008,Tax Paper,New,Sedan,Hybrid,Auto,White,Mean Chey,Phnom Penh
11564435,Toyota Camry,4800,Cars for Sale,Toyota,Camry,1999,Plate Number,Used,Sedan,Petrol,NaN,Black,Por Senchey,Phnom Penh
11619339,Toyota Vitz 2015 សោរតេឡេ​🔑,12500,Cars for Sale,Toyota,Vitz,2015,Plate Number,Used,Sedan,Petrol,Auto,Blue,Krong Siem Reab,Siem Reap
11660424,លក់ 2003 Le abs ចុច ក្នុងលឿង,9500,Cars for Sale,Toyota,Camry,2003,Plate Number,New,Sedan,Petrol,Auto,White,Mean Chey,Phnom Penh
11666537,Toyota Prius 2008 full no map,11500,Cars for Sale,Toyota,Prius,2008,Plate Number,Used,Sedan,Petrol,Auto,Gold,Tuol Kouk,Phnom Penh
11668554,Prius options 5 🌺មូលដូចបាល,18500,Cars for Sale,Toyota,Prius,2010,Tax Paper,New,NaN,NaN,Auto,White,Ruessei Kaev,Phnom Penh
11631378,បើកសាង ALPHARD 2015,49500,Cars for Sale,Toyota,Alphard,2015,Tax Paper,New,MPV (Minivan),Hybrid,Auto,White,Saensokh,Phnom Penh
11598543,Prius 012 មហាថ្មី,20500,Cars for Sale,Toyota,Prius,2012,Tax Paper,New,NaN,NaN,Auto,White,Ruessei Kaev,Phnom Penh
11629881,Toyota Prius,2200,Cars for Sale,Toyota,Prius,2012,Tax Paper,Used,SUV,Hybrid,Auto,Gray,Angk Snuol,Kandal
11593822,Prius 07 half full ក្នុងលឿង ស៊ីនមួយជុំ លំដាប់មេឡាន លក់ប្រញាប់លុយ,12800,Cars for Sale,Toyota,Prius,2007,Plate Number,Used,Hatchback,Petrol,Auto,White,Saensokh,Phnom Penh
11494749,Highlander 04 V4 កៅអី3ជួរ ម្ចាស់ដើមទី១,14800,Cars for Sale,Toyota,Highlander,2004,Plate Number,Used,SUV,Petrol,Auto,Gray,Dangkao,Phnom Penh
11660435,លក់ Prius 2006 full no map ហ្គិច,9200,Cars for Sale,Toyota,Prius,2006,Plate Number,New,Sedan,Hybrid,Auto,Green,Mean Chey,Phnom Penh
11627310,ថ្មីកប់​ ម្ចាស់ដេីមទីមួយប្រេីថែ​ នៅថ្មីខ្លាំង,15800,Cars for Sale,Toyota,RAV4,2006,Plate Number,Used,SUV,Petrol,Auto,White,Ruessei Kaev,Phnom Penh
11499061,2007 Prius Full Option,13500,Cars for Sale,Toyota,Prius,2007,Tax Paper,Used,Hatchback,Hybrid,Auto,White,Tuol Kouk,Phnom Penh
11640327,Toyota Highlander 2003 V6 ប៉ុង2. ប្រភេទឡានស្អាត,14000,Cars for Sale,Toyota,Highlander,2003,Plate Number,Used,NaN,Petrol,Auto,Gold,Preaek Pnov,Phnom Penh
11265734,Alphard 2024 កៅអីដើកណ្តាល ខ្លាញ់គោ មានស្រាប់,184000,Cars for Sale,Toyota,Alphard,2024,Tax Paper,New,MPV (Minivan),Petrol,Auto,White,Tuol Kouk,Phnom Penh
11621114,🚔 ឃ្លាំងលក់រថយន្ត សេម អូតូ ខា💰មានសេវាកម្មបង់រំលស់100% បង់120$-200$🚘 Toyota RAV4 L   2001 ពណ៌មាស,7700,Cars for Sale,Toyota,RAV4,2001,Plate Number,Used,SUV,Petrol,Auto,Gold,Por Senchey,Phnom Penh
11513592,Toyota Prius 012 Options 4 ក្នុងលឿង,22500,Cars for Sale,Toyota,Prius,2012,Tax Paper,New,Sedan,Hybrid,Auto,White,Tuol Kouk,Phnom Penh
11621105,Toyota Prius 2010 Option2 ឡានស្អាត​ អត់បុកប៉ះ​ តំលៃ​ល្អ,16500,Cars for Sale,Toyota,Prius,2010,Plate Number,Used,Sedan,Hybrid,Auto,Gold,Por Senchey,Phnom Penh
11360468,Toyota Camry,9500,Cars for Sale,Toyota,Camry,2003,Tax Paper,Used,Other,Petrol,Auto,Silver,Tuol Kouk,Phnom Penh
11668304,Camry 04XLE full,13200,Cars for Sale,Toyota,Camry,2004,Plate Number,Used,Sedan,Petrol,Auto,White,Prampir Meakkakra,Phnom Penh
11634190,លក់Toyota prius2004 Full,8500,Cars for Sale,Toyota,Prius,2004,Plate Number,Used,SUV,Petrol,Auto,Silver,Chamkar Mon,Phnom Penh
11557411,Camry XLE 2007 ឡានថ្មីណាស់ម្ចាស់ដេីមទី1,16499,Cars for Sale,Toyota,Camry,2007,Plate Number,Used,SUV,Petrol,Auto,Silver,Prampir Meakkakra,Phnom Penh
11647237,Prus 06 តម្លៃ 8500$ លក់ប្រញាប់លុយមកមុនបានមុន,8500,Cars for Sale,Toyota,Prius,2006,Plate Number,Used,Sedan,Hybrid,Auto,Gold,Mean Chey,Phnom Penh
11510675,Tacoma 99ស្អាត លក់ប្រញាប់,5799,Cars for Sale,Toyota,Tacoma,1999,Plate Number,Used,Pickup,Petrol,Manual,White,Krong Siem Reab,Siem Reap
11594470,តម្លៃពិសេស Landcrusier 2024 ម៉ាស៊ូត Full option,185000,Cars for Sale,Toyota,Land Cruiser,2024,Tax Paper,New,SUV,Diesel,Auto,White,Saensokh,Phnom Penh
11562611,ឆ្នាំ 91 កូតកញ្ចក់នៅមួយជុំ។,2750,Cars for Sale,Toyota,Camry,1991,Plate Number,Used,NaN,Petrol,Auto,White,Ruessei Kaev,Phnom Penh
11360777,Sell my personal corolla 2000,4300,Cars for Sale,Toyota,Corolla,2000,Plate Number,Used,Sedan,Petrol,Auto,Gold,Doun Penh,Phnom Penh
11587812,ALPhard 2018 V6 ឆ្វេង​ហ្សុីន​ Spec Taiwan ម្ចាស់​ដើម​ទី​មួយ​ម្ចាស់​ទិញ​ខ្លាញ់​គោ​,95500,Cars for Sale,Toyota,Alphard,2018,Plate Number,Used,MPV (Minivan),Petrol,Auto,Black,Tuol Kouk,Phnom Penh
11650272,លក់ Camry 99.S ចុច ឡានថ្មីលក់📲📲,5300,Cars for Sale,Toyota,Camry,1999,Plate Number,Used,Sedan,Petrol,Auto,Gray,Por Senchey,Phnom Penh
11267638,Prius prime 017 advance,33700,Cars for Sale,Toyota,Prius,2017,Tax Paper,Used,Sedan,Hybrid,Auto,White,Saensokh,Phnom Penh
11654364,មូល១ជុំ 𝟎𝟏𝟎 𝐎𝐩𝟒 បើកដំបូលសូឡា,14700,Cars for Sale,Toyota,Prius,2010,Tax Paper,New,Sedan,Hybrid,Auto,Silver,Ruessei Kaev,Phnom Penh
11629702,Prius 012 option 2ក្រដាសពន្ធថ្មី,17900,Cars for Sale,Toyota,Prius,2012,Plate Number,Used,Sedan,Hybrid,Auto,Gray,Tuol Kouk,Phnom Penh
11625117,Toyota Camry,3600,Cars for Sale,Toyota,Camry,1997,Plate Number,Used,Other,Petrol,Auto,Blue,Mean Chey,Phnom Penh
11666875,Prius 2007 full touring,9577,Cars for Sale,Toyota,Prius,2007,Plate Number,Used,NaN,Hybrid,Auto,White,Por Senchey,Phnom Penh
11668551,"Highlander 2003, Pong 1, V6",13500,Cars for Sale,Toyota,Highlander,2003,Plate Number,New,Other,Petrol,Auto,Gold,Mean Chey,Phnom Penh
11338965,ឡានលក់Prius 2011 option 3,16800,Cars for Sale,Toyota,Prius,2011,Tax Paper,Used,Sedan,Petrol,Auto,White,Saensokh,Phnom Penh
11651817,🔥Hilukrevorally 021កាន់💰15500$💸ដកឡានភ្លាមបង់រំលស់ជាមួយឃ្លាំងផ្ទាល់❤️,43800,Cars for Sale,Toyota,Hilux Rally,2021,Plate Number,Used,Pickup,Diesel,Auto,White,Por Senchey,Phnom Penh
11658833,07 h f ធានាឡានស្អាត,10700,Cars for Sale,Toyota,Prius,2007,Plate Number,Used,Sedan,Hybrid,Auto,Gray,Krong Ta Khmau,Kandal
11468396,លក់Toyota prius2004 Full JBL,8500,Cars for Sale,Toyota,Prius,2004,Plate Number,Used,SUV,Hybrid,Auto,Silver,Chamkar Mon,Phnom Penh
11575578,ឡានលក់ Highlander 2003 V4 ប៉ុងមួយ តែមខ្មៅគូទក្រញ៉ាញ ប្រភេទឡានមូលឡានសានុំ មេឡាន,14900,Cars for Sale,Toyota,Highlander,2003,Plate Number,New,SUV,Petrol,Auto,Silver,Mean Chey,Phnom Penh
11655550,Land Cruiser 99 សាំង នឹង ហ្គាសហេីយ ទឹកមាស សុំណុំហ្សិន,11300,Cars for Sale,Toyota,Land Cruiser,1999,Plate Number,Used,NaN,NaN,NaN,Gold,Saensokh,Phnom Penh
11668546,Camry XLE 2007 full options,15500,Cars for Sale,Toyota,Camry,2007,Plate Number,Used,SUV,Petrol,Auto,Gray,Tuol Kouk,Phnom Penh
11666089,មេឡានមហាថ្មី Rav4 L 2002 ប៉ុង1 តុបតែងម៉ាអ៊ែមគ្មានកន្លែងទាស់ ម្ចាស់ដើមប្រើតិចណាស់ ឡាននៅថ្មីខ្លាំង,9200,Cars for Sale,Toyota,RAV4,2002,Plate Number,Used,SUV,Petrol,Auto,Silver,Tuol Kouk,Phnom Penh
11665146,05 h/full អត់បុកអត់ច្រេស 7168$,7168,Cars for Sale,Toyota,Prius,2005,Plate Number,Used,SUV,Hybrid,Auto,Red,Samraong,Takeo
11583267,Prius 2012 Plug-In Hybrid,20800,Cars for Sale,Toyota,Prius,2012,Tax Paper,Used,Hatchback,Hybrid,Auto,White,Tuol Kouk,Phnom Penh
11594988,Toyota Prius,10200,Cars for Sale,Toyota,Prius,2007,Plate Number,Used,SUV,Petrol,Auto,Blue,Por Senchey,Phnom Penh
11592029,Prius 2013 Opt 3 ក្នុងស សាងបាន,17900,Cars for Sale,Toyota,Prius,2013,Tax Paper,New,Sedan,Petrol,Auto,White,Saensokh,Phnom Penh
11507407,ឆ្នាំ02ម៉ាស៊ឺនបួនប៉ុងមួយក្នុងលឿង,9900,Cars for Sale,Toyota,Highlander,2002,Plate Number,Used,SUV,Petrol,Auto,Green,Saensokh,Phnom Penh
11571170,Prius 2010 option 3 solar ពណ៌ទឹកប្រាក់,17500,Cars for Sale,Toyota,Prius,2010,Tax Paper,Used,NaN,Hybrid,Auto,Silver,Dangkao,Phnom Penh
11606212,Prius 2010 ឡានលក់,16800,Cars for Sale,Toyota,Prius,2010,Plate Number,Used,Sedan,Petrol,Auto,Gray,Dangkao,Phnom Penh
11465289,Prius 012 plug in opt 3,19900,Cars for Sale,Toyota,Prius,2012,Tax Paper,New,NaN,NaN,NaN,Gray,Ruessei Kaev,Phnom Penh
11567541,Land Cruiser 250 series PRADO 2024 space Arab Adventure full option,145000,Cars for Sale,Toyota,Land Cruiser PRADO,2024,Tax Paper,New,Sedan,Petrol,Auto,Black,Prampir Meakkakra,Phnom Penh
11244516,Prius 2012 Option 3 ក្រដាស់ពន្ធ 😘,21700,Cars for Sale,Toyota,Prius,2012,Tax Paper,New,Other,Hybrid,Auto,White,Prampir Meakkakra,Phnom Penh
11545314,Rush 2022 TA ហ្វូលពេញ វៃដូ លក់ដាច់,27500,Cars for Sale,Toyota,Rush,2022,Plate Number,Used,NaN,NaN,Auto,White,Kamboul,Phnom Penh
11668551,"Highlander 2003, Pong 1, V6",13500,Cars for Sale,Toyota,Highlander,2003,Plate Number,New,Other,Petrol,Auto,Gold,Mean Chey,Phnom Penh
11592851,Landcruiser 2013 Fulloption ថ្នាំហ្សុីន១ជុំ,57000,Cars for Sale,Toyota,Land Cruiser,2013,Plate Number,Used,SUV,Petrol,Auto,White,Tuol Kouk,Phnom Penh
11462730,Toyota,41000,Cars for Sale,Toyota,BZ4x,2024,Plate Number,Used,SUV,Electric,Auto,White,Phnom Penh,NaN
11443997,Land 02 ម៉ាស៊ូត ចរចា,16000,Cars for Sale,Toyota,Land Cruiser PRADO,2002,Plate Number,Used,SUV,Diesel,Auto,Silver,Saensokh,Phnom Penh
11115569,Prius 2012 option 5,19000,Cars for Sale,Toyota,Prius,2012,Plate Number,Used,Hatchback,Hybrid,Auto,Gray,Saensokh,Phnom Penh
11630010,Toyota Prius 2006 full no map,10800,Cars for Sale,Toyota,Prius,2006,Plate Number,Used,NaN,Petrol,Auto,Gold,Krong Ta Khmau,Kandal
11334015,Camery 2002 Thai vann xLE លក់,7227,Cars for Sale,Toyota,Camry,2002,Tax Paper,Used,Other,Petrol,Auto,Gold,Saensokh,Phnom Penh
11256636,Prius plug in ទឹកសណ្តែកឡានមូល ទឹកថ្នាំហ្សីន ១ជុំ,19200,Cars for Sale,Toyota,Prius,2012,Tax Paper,New,Hatchback,Hybrid,Auto,Blue,Saensokh,Phnom Penh
11633715,ឡានលក់ Camry 07 - Car for Sale,17800,Cars for Sale,Toyota,Camry,2007,Plate Number,Used,NaN,NaN,Auto,White,Tuol Kouk,Phnom Penh
11663445,TOYOTAHilux Rally 2020,39900,Cars for Sale,Toyota,Hilux Rally,2020,Plate Number,Used,Pickup,Diesel,Auto,White,Por Senchey,Phnom Penh
11667604,លក់TUNDRAឆ្នាំ7ប៉ុង2រំលោះសុតរឺប្តូរទ្បានបានគ្រប់ខខេត្ត,13900,Cars for Sale,Toyota,Tundra,2007,Plate Number,Used,Pickup,LPG,Auto,Silver,Mean Chey,Phnom Penh
11477528,Toyota Alphard,25175,Cars for Sale,Toyota,Alphard,2010,Tax Paper,New,Other,Petrol,Auto,White,Ruessei Kaev,Phnom Penh
11541942,Landcruiser V8 2015ឡេីង2021​ ម៉ាស៊ូត,61800,Cars for Sale,Toyota,Land Cruiser,2015,Plate Number,Used,SUV,Diesel,Auto,White,Doun Penh,Phnom Penh
11441086,Toyota Camry,9600,Cars for Sale,Toyota,Camry,2002,Plate Number,Used,Sedan,Petrol,NaN,White,Bati,Takeo
11668502,មេឡានមហាថ្មី Rav4 L 2002 ប៉ុង1 តុបតែងម៉ាអ៊ែមគ្មានកន្លែងទាស់ ម្ចាស់ដើមប្រើតិចណាស់ ឡាននៅថ្មីខ្លាំង,9200,Cars for Sale,Toyota,RAV4,2002,Plate Number,Used,SUV,Petrol,Auto,Silver,Tuol Kouk,Phnom Penh
11246413,Toyota Prius Plug in ឡានមូល ថ្នាំហ្សីន 95%,20900,Cars for Sale,Toyota,Prius,2012,Tax Paper,New,Hatchback,Hybrid,Auto,White,Saensokh,Phnom Penh
11355669,Alphard 2016-2018 ឡានថ្មីក្រដាស់ពន្ធច្រេីនគ្រឿង✔,78500,Cars for Sale,Toyota,Alphard,2018,Tax Paper,New,MPV (Minivan),Hybrid,Auto,Black,Tuol Kouk,Phnom Penh
11601682,Toyota Veloz 2025 ផ្ដល់ជូនពិសេស,35900,Cars for Sale,Toyota,Veloz,2025,Tax Paper,New,MPV (Minivan),Petrol,Auto,White,Saensokh,Phnom Penh
11409747,Prius 2010 Option 5 Advance technology Auto Parking,19300,Cars for Sale,Toyota,Prius,2010,Tax Paper,New,Hatchback,Hybrid,Auto,Silver,Mean Chey,Phnom Penh
11218088,សុីណា011/Full ឡានស្អាតថ្មីឈ្មោះម្ចាស់ដើមលក់ប្រញាប់,25500,Cars for Sale,Toyota,Sienna,2011,Plate Number,Used,NaN,Petrol,Auto,White,Por Senchey,Phnom Penh
11405053,Alphard 2019 Russia,120000,Cars for Sale,Toyota,Alphard,2019,Plate Number,Used,MPV (Minivan),Petrol,Auto,Black,Tuol Kouk,Phnom Penh
11658987,Camry 08 le,10500,Cars for Sale,Toyota,Camry,2008,Plate Number,Used,Sedan,Petrol,Auto,Gold,Ruessei Kaev,Phnom Penh
11152781,02Xle ឡានស្អាតអតប៉ះអតបុកនៅខ្ជី,9000,Cars for Sale,Toyota,Camry,2002,Plate Number,Used,NaN,Petrol,Auto,Gold,Tram Kak,Takeo
11343317,Toyota Alphard for sell,87500,Cars for Sale,Toyota,Alphard,2016,Tax Paper,New,MPV (Minivan),Petrol,Auto,Black,Tuol Kouk,Phnom Penh
11266143,Toyota Fortuner 2025. ទិញភ្លាមជិះភ្លាម តម្លៃពិសេស,65500,Cars for Sale,Toyota,Fortuner,2024,Tax Paper,New,SUV,Diesel,Auto,White,Saensokh,Phnom Penh
11653576,ឡានលក់ Highlander 02 17000$,15500,Cars for Sale,Toyota,Highlander,2002,Plate Number,Used,NaN,NaN,NaN,White,Kandal,NaN
11633018,ឡានលក់04,8200,Cars for Sale,Toyota,Prius,2004,Plate Number,Used,NaN,NaN,Auto,White,Dangkao,Phnom Penh
11647200,Toyota Hilux Revo Premium Plus2024 ប្រេីបាន4000គីឡូ,45800,Cars for Sale,Toyota,Hilux REVO,2024,Plate Number,Used,Pickup,Diesel,Auto,Silver,Tuol Kouk,Phnom Penh
11579365,Vigo 2007 AUTO p1 16500$ ចរចា,16500,Cars for Sale,Toyota,Hilux Vigo,2007,Plate Number,New,Pickup,Diesel,Auto,White,Saensokh,Phnom Penh
11475947,Pruis04,6900,Cars for Sale,Toyota,Prius,2004,Plate Number,Used,Hatchback,LPG,Auto,Black,Saensokh,Phnom Penh
11472649,2013 Prius free សាំង ២៥០លីត្រ និងផ្ទេរឈ្មោះជូន,20500,Cars for Sale,Toyota,Prius,2013,Tax Paper,New,Sedan,Hybrid,Auto,White,Dangkao,Phnom Penh
11389203,Highlander 02 V6 ប៉ុង2,16500,Cars for Sale,Toyota,Highlander,2002,Plate Number,Used,SUV,Petrol,Auto,White,Preaek Pnov,Phnom Penh
11636926,07 half full ម្ចាស់ដើម មហាថ្មី គ្នានពីរ,11800,Cars for Sale,Toyota,Prius,2007,Plate Number,Used,SUV,Petrol,Auto,White,Mean Chey,Phnom Penh
11659089,Corolla Cross 2022,36000,Cars for Sale,Toyota,Corolla CROSS,2022,Tax Paper,Used,SUV,Petrol,Auto,White,Ruessei Kaev,Phnom Penh
11098371,Alphard 2024 កៅអីធំ ថ្មីខ្លាញ់គោ Big Seat,190000,Cars for Sale,Toyota,Alphard,2024,Tax Paper,New,MPV (Minivan),Petrol,Auto,Black,Tuol Kouk,Phnom Penh
11540771,Pruis_PRIME_017  តុបតែងលេងគ្រឿងលេងហេីយម៉ាអេម​ សំបកថ្មី​ យ៉ាន់ថ្មី​  UV  គ្រឿងGR & Carbon,32800,Cars for Sale,Toyota,Prius,2017,Plate Number,New,Other,Hybrid,Auto,Gray,Por Senchey,Phnom Penh
